820;Franky O'Hagerty;1998-01-11 00:00:00.0000000;2020-04-07 00:00:00.0000000;0;0;13
821;Alysa Kalinowsky;1992-03-07 00:00:00.0000000;2012-05-22 00:00:00.0000000;0;1;12
822;Jamill Iacomi;2002-11-24 00:00:00.0000000;2011-10-12 00:00:00.0000000;0;0;14
823;Yolanda Beardsley;1998-05-28 00:00:00.0000000;2013-08-16 00:00:00.0000000;1;0;9
824;Maud Housiaux;1995-06-18 00:00:00.0000000;2013-12-20 00:00:00.0000000;1;1;9
825;Jeth Ghidoli;2002-01-01 00:00:00.0000000;2019-09-26 00:00:00.0000000;1;0;3
826;Ynes Howsley;1993-10-23 00:00:00.0000000;2011-01-15 00:00:00.0000000;1;0;8
827;Wilhelmine Brownscombe;1993-11-22 00:00:00.0000000;2022-08-23 00:00:00.0000000;0;0;4
828;Noble Mc Elory;1996-09-20 00:00:00.0000000;2023-05-11 00:00:00.0000000;1;1;4
829;Reuven Kornel;1994-04-19 00:00:00.0000000;2021-03-18 00:00:00.0000000;0;1;8
830;Terencio Brydone;1994-05-04 00:00:00.0000000;2020-08-31 00:00:00.0000000;0;0;5
831;Lana Loeber;1990-11-11 00:00:00.0000000;2013-03-31 00:00:00.0000000;0;0;3
832;Reade Antonikov;1999-11-25 00:00:00.0000000;2020-09-05 00:00:00.0000000;0;1;8
833;Ailina Ludford;1995-02-07 00:00:00.0000000;2011-12-19 00:00:00.0000000;1;1;6
834;Paulette Whitehorn;1991-04-30 00:00:00.0000000;2012-12-22 00:00:00.0000000;0;1;5
835;Sigfrid Eiler;1995-10-15 00:00:00.0000000;2021-06-12 00:00:00.0000000;1;1;4
836;Gallagher Bruhn;2002-12-04 00:00:00.0000000;2019-08-31 00:00:00.0000000;1;0;3
837;Lynde Yarnton;1993-02-02 00:00:00.0000000;2020-07-22 00:00:00.0000000;0;0;6
838;Doro Veracruysse;1991-02-14 00:00:00.0000000;2013-08-14 00:00:00.0000000;1;0;14
839;Sonny Grayland;1996-08-09 00:00:00.0000000;2023-06-29 00:00:00.0000000;1;1;14
840;Malcolm Overstone;1998-10-25 00:00:00.0000000;2019-07-30 00:00:00.0000000;1;0;4
841;Jaclyn Hubbocks;2001-02-20 00:00:00.0000000;2018-08-11 00:00:00.0000000;1;1;14
842;Lannie Lavell;1992-12-18 00:00:00.0000000;2015-02-23 00:00:00.0000000;1;1;9
843;Merle Fritter;2003-06-27 00:00:00.0000000;2020-09-04 00:00:00.0000000;0;1;10
844;Constanta Sheerman;2001-01-04 00:00:00.0000000;2020-03-09 00:00:00.0000000;0;0;13
845;Ambrosi Ply;2002-12-31 00:00:00.0000000;2018-03-14 00:00:00.0000000;0;1;12
846;Ilyssa Tilby;2001-01-15 00:00:00.0000000;2015-02-24 00:00:00.0000000;1;1;6
847;Norman Conneely;1998-06-03 00:00:00.0000000;2010-10-24 00:00:00.0000000;0;0;5
848;Catrina Padwick;1994-02-04 00:00:00.0000000;2019-12-02 00:00:00.0000000;1;0;9
849;Kelcie Howison;1994-06-06 00:00:00.0000000;2021-08-18 00:00:00.0000000;1;1;4
850;Gilberta Wansbury;1999-09-26 00:00:00.0000000;2022-07-10 00:00:00.0000000;0;0;13
851;Teddi Smees;2001-04-13 00:00:00.0000000;2013-11-18 00:00:00.0000000;1;1;9
852;Oneida Arderne;1997-08-24 00:00:00.0000000;2015-09-10 00:00:00.0000000;1;1;5
853;Chrissy Leitche;2000-02-13 00:00:00.0000000;2014-04-27 00:00:00.0000000;0;1;5
854;Gabbi Meran;1996-02-23 00:00:00.0000000;2016-10-28 00:00:00.0000000;0;0;10
855;Dorella Curgenuer;1990-09-16 00:00:00.0000000;2014-12-02 00:00:00.0000000;0;1;4
856;Darn Hunnaball;1996-05-16 00:00:00.0000000;2018-01-05 00:00:00.0000000;1;1;4
857;Lay Portsmouth;2003-04-13 00:00:00.0000000;2021-05-17 00:00:00.0000000;0;1;4
858;Erna Scyone;2000-08-14 00:00:00.0000000;2020-12-19 00:00:00.0000000;1;0;5
859;Allin Mayow;1992-11-19 00:00:00.0000000;2017-12-04 00:00:00.0000000;0;1;4
860;Sande Lovitt;1997-12-12 00:00:00.0000000;2012-10-30 00:00:00.0000000;1;1;2
861;Stanislas Illyes;2000-01-10 00:00:00.0000000;2010-08-07 00:00:00.0000000;1;0;6
862;Bernetta Murrell;1998-10-22 00:00:00.0000000;2018-07-05 00:00:00.0000000;1;1;3
863;Terry Talloe;1997-12-24 00:00:00.0000000;2012-03-11 00:00:00.0000000;1;1;10
864;Kenneth Winsor;1997-08-16 00:00:00.0000000;2016-05-22 00:00:00.0000000;1;0;2
865;Pandora Jenny;1997-04-11 00:00:00.0000000;2022-08-25 00:00:00.0000000;0;0;13
866;Elva Wisdom;2002-11-30 00:00:00.0000000;2019-03-13 00:00:00.0000000;1;0;12
867;Ninette Cowsby;1997-01-26 00:00:00.0000000;2022-05-16 00:00:00.0000000;0;1;13
868;Murry Crapper;2003-07-12 00:00:00.0000000;2012-12-10 00:00:00.0000000;0;0;2
869;Kyrstin Shepard;1991-06-22 00:00:00.0000000;2020-12-13 00:00:00.0000000;0;1;4
870;Jeromy Wardall;1998-07-12 00:00:00.0000000;2011-08-26 00:00:00.0000000;1;1;13
871;Abigail Hechlin;1992-04-25 00:00:00.0000000;2021-09-25 00:00:00.0000000;0;1;14
872;Tomlin Torri;1995-01-10 00:00:00.0000000;2023-08-09 00:00:00.0000000;1;1;2
873;Fleur Fetter;1990-11-20 00:00:00.0000000;2022-08-03 00:00:00.0000000;1;1;13
874;Ellwood Coggings;2001-12-28 00:00:00.0000000;2012-08-25 00:00:00.0000000;0;0;13
875;Chiarra Pariso;2000-04-08 00:00:00.0000000;2017-10-31 00:00:00.0000000;1;1;4
876;Jamil O'Clery;1999-05-12 00:00:00.0000000;2020-07-15 00:00:00.0000000;0;0;5
877;Kendre Croix;1991-08-11 00:00:00.0000000;2021-05-24 00:00:00.0000000;0;1;3
878;Zabrina Cleal;1996-02-22 00:00:00.0000000;2020-10-06 00:00:00.0000000;0;1;9
879;Ronald Broxholme;1993-02-06 00:00:00.0000000;2016-12-24 00:00:00.0000000;1;1;9
880;Wallie Pollicote;1994-02-13 00:00:00.0000000;2020-11-07 00:00:00.0000000;0;0;10
881;Lucky Waistell;1997-02-03 00:00:00.0000000;2023-08-12 00:00:00.0000000;1;1;14
882;Delcina Dowson;1998-09-05 00:00:00.0000000;2023-01-07 00:00:00.0000000;0;0;10
883;George Baiss;1992-12-05 00:00:00.0000000;2012-03-27 00:00:00.0000000;1;1;12
884;Jilli Chazerand;2003-01-13 00:00:00.0000000;2022-04-16 00:00:00.0000000;1;0;12
885;Harlan Giordano;2002-03-12 00:00:00.0000000;2018-07-17 00:00:00.0000000;1;0;9
886;Iolanthe Atterbury;1993-01-26 00:00:00.0000000;2017-10-27 00:00:00.0000000;1;1;4
887;Carlie Skehan;1999-09-14 00:00:00.0000000;2023-06-11 00:00:00.0000000;1;1;6
888;Franciska Chisnall;1999-10-16 00:00:00.0000000;2013-01-15 00:00:00.0000000;0;0;4
889;Lulita O'Howbane;2002-12-04 00:00:00.0000000;2011-08-01 00:00:00.0000000;0;1;9
890;Valencia Claasen;1991-10-12 00:00:00.0000000;2021-03-01 00:00:00.0000000;0;0;4
891;Anny Chatelain;1994-08-23 00:00:00.0000000;2017-09-21 00:00:00.0000000;1;0;3
892;Nanete Gait;1992-02-20 00:00:00.0000000;2020-04-13 00:00:00.0000000;1;0;3
893;Chet Goodboddy;1997-05-31 00:00:00.0000000;2018-01-01 00:00:00.0000000;0;0;3
894;Dena Geroldo;1990-12-02 00:00:00.0000000;2018-09-27 00:00:00.0000000;1;1;2
895;Chantalle Loren;1997-01-25 00:00:00.0000000;2020-12-14 00:00:00.0000000;0;1;6
896;Karry Trenam;1991-01-06 00:00:00.0000000;2021-08-19 00:00:00.0000000;0;1;8
897;Adaline Caulkett;1994-07-09 00:00:00.0000000;2015-07-28 00:00:00.0000000;0;1;13
898;Anstice Tures;1991-01-22 00:00:00.0000000;2011-07-26 00:00:00.0000000;0;0;2
899;Norah Tirkin;2001-09-24 00:00:00.0000000;2023-03-13 00:00:00.0000000;1;1;4
900;Ronni Tincey;1992-10-11 00:00:00.0000000;2022-02-15 00:00:00.0000000;0;1;4
901;Saraann Beccero;2002-05-17 00:00:00.0000000;2016-10-22 00:00:00.0000000;1;1;2
902;Kath Elfleet;2001-09-26 00:00:00.0000000;2012-10-18 00:00:00.0000000;0;0;8
903;Orelia Waistall;1996-03-15 00:00:00.0000000;2022-06-06 00:00:00.0000000;1;1;3
904;Phil Rosenfeld;1991-02-08 00:00:00.0000000;2017-02-03 00:00:00.0000000;0;1;5
905;Tana Spybey;2000-07-18 00:00:00.0000000;2014-08-28 00:00:00.0000000;1;1;10
906;Inger Blackston;2000-07-01 00:00:00.0000000;2011-06-20 00:00:00.0000000;1;0;2
907;Pietro Czajkowska;1994-12-12 00:00:00.0000000;2023-06-03 00:00:00.0000000;1;0;14
908;Tore Propper;2001-09-20 00:00:00.0000000;2021-03-02 00:00:00.0000000;1;0;13
909;Berni MacCallum;1995-01-16 00:00:00.0000000;2022-03-15 00:00:00.0000000;1;1;10
910;Imogen Errichi;2002-08-31 00:00:00.0000000;2010-11-19 00:00:00.0000000;0;0;6
911;Filberto Ferronier;1997-10-19 00:00:00.0000000;2020-02-11 00:00:00.0000000;0;0;3
912;Davin Franzelini;1999-12-26 00:00:00.0000000;2012-03-29 00:00:00.0000000;0;0;5
913;Everard Matousek;2001-06-18 00:00:00.0000000;2023-01-17 00:00:00.0000000;1;1;10
914;Virgie Airds;1992-05-31 00:00:00.0000000;2014-12-27 00:00:00.0000000;0;0;3
915;Micheil Grason;1993-04-11 00:00:00.0000000;2013-02-19 00:00:00.0000000;1;0;12
916;Tiphanie Armistead;1998-11-04 00:00:00.0000000;2018-07-04 00:00:00.0000000;0;1;6
917;Chance Sullly;1991-07-11 00:00:00.0000000;2010-09-27 00:00:00.0000000;0;1;2
918;Nance Mawdsley;2000-03-02 00:00:00.0000000;2022-12-27 00:00:00.0000000;0;0;13
919;Grethel Curness;1993-02-11 00:00:00.0000000;2020-09-18 00:00:00.0000000;1;1;13
920;Stillman Bartaloni;1998-04-01 00:00:00.0000000;2013-08-19 00:00:00.0000000;0;0;9
921;Brittaney Lamar;1994-02-17 00:00:00.0000000;2018-09-15 00:00:00.0000000;0;1;9
922;Sampson Alcott;1997-08-30 00:00:00.0000000;2016-03-18 00:00:00.0000000;1;0;2
923;Tris Etock;1991-09-18 00:00:00.0000000;2019-12-24 00:00:00.0000000;1;0;14
924;Florella Mangenot;1999-01-31 00:00:00.0000000;2017-05-10 00:00:00.0000000;0;0;3
925;Ivette De la Feld;1991-05-13 00:00:00.0000000;2014-09-30 00:00:00.0000000;0;0;4
926;Andrus Le Marquand;1999-03-19 00:00:00.0000000;2010-12-22 00:00:00.0000000;0;1;2
927;Boot Niece;1991-04-21 00:00:00.0000000;2015-09-19 00:00:00.0000000;1;1;4
928;Lenora Bather;2003-02-23 00:00:00.0000000;2012-05-08 00:00:00.0000000;0;0;3
929;Tomasine Devanny;1998-01-18 00:00:00.0000000;2017-10-04 00:00:00.0000000;0;0;4
930;Omero Bebis;1997-02-14 00:00:00.0000000;2011-03-17 00:00:00.0000000;1;0;3
931;Erskine Vowdon;1995-09-04 00:00:00.0000000;2022-10-26 00:00:00.0000000;0;1;9
932;Claudian Jolland;1991-04-09 00:00:00.0000000;2017-05-25 00:00:00.0000000;0;0;6
933;Horace Baguley;1994-10-10 00:00:00.0000000;2014-11-06 00:00:00.0000000;1;0;2
934;Janelle Greenaway;2001-09-09 00:00:00.0000000;2012-12-04 00:00:00.0000000;1;1;2
935;Claresta Tomadoni;2002-03-15 00:00:00.0000000;2017-05-31 00:00:00.0000000;0;0;2
936;Roseann Eakley;1993-10-30 00:00:00.0000000;2011-12-17 00:00:00.0000000;1;0;12
937;Neely Dineen;1997-12-07 00:00:00.0000000;2020-07-03 00:00:00.0000000;1;1;3
938;Kellyann Reubel;1990-11-29 00:00:00.0000000;2021-04-03 00:00:00.0000000;0;0;5
939;Emlynn Gueinn;1995-03-21 00:00:00.0000000;2013-03-30 00:00:00.0000000;1;0;13
940;Merralee Menego;1997-06-29 00:00:00.0000000;2017-07-14 00:00:00.0000000;1;1;5
941;Berta Viccars;2000-08-15 00:00:00.0000000;2022-01-03 00:00:00.0000000;1;0;2
942;Rodolfo Mansford;2001-05-29 00:00:00.0000000;2013-08-26 00:00:00.0000000;1;0;3
943;Leslie Liddington;1996-10-31 00:00:00.0000000;2015-06-24 00:00:00.0000000;0;1;13
944;Rycca Culley;1990-12-07 00:00:00.0000000;2017-04-14 00:00:00.0000000;1;1;4
945;Isabel Larter;1993-09-09 00:00:00.0000000;2016-08-21 00:00:00.0000000;1;1;3
946;Karyl Lochhead;1991-07-01 00:00:00.0000000;2012-07-21 00:00:00.0000000;1;0;2
947;Willie Billinge;1996-05-06 00:00:00.0000000;2023-03-28 00:00:00.0000000;0;1;13
948;Ferris Drinkall;2001-02-19 00:00:00.0000000;2022-06-21 00:00:00.0000000;1;1;3
949;Simonne Ragborne;1994-08-01 00:00:00.0000000;2021-09-30 00:00:00.0000000;0;1;8
950;Feodora Seal;1994-07-31 00:00:00.0000000;2023-04-26 00:00:00.0000000;0;1;12
951;Jakob Orr;1990-09-07 00:00:00.0000000;2022-11-07 00:00:00.0000000;1;0;9
952;Tuckie Charker;1993-06-20 00:00:00.0000000;2013-10-03 00:00:00.0000000;1;1;10
953;Sheryl Tilney;1991-07-05 00:00:00.0000000;2013-09-14 00:00:00.0000000;1;1;8
954;Ferdinanda Bollon;1995-05-12 00:00:00.0000000;2019-05-17 00:00:00.0000000;1;0;3
955;Mignonne Cleever;1995-08-18 00:00:00.0000000;2020-04-12 00:00:00.0000000;0;0;6
956;Gawen Gavaran;1996-11-02 00:00:00.0000000;2014-01-01 00:00:00.0000000;0;1;9
957;Berti Rickardsson;1993-05-02 00:00:00.0000000;2023-07-13 00:00:00.0000000;0;0;8
958;Paul Limbert;2003-08-10 00:00:00.0000000;2017-01-25 00:00:00.0000000;1;1;10
959;Mandie Gabitis;1995-08-28 00:00:00.0000000;2014-02-05 00:00:00.0000000;1;0;5
960;Kerry Noore;2000-12-13 00:00:00.0000000;2011-04-12 00:00:00.0000000;1;0;4
961;Sherry Dugood;1992-09-05 00:00:00.0000000;2022-03-28 00:00:00.0000000;1;0;2
962;Zach Iddiens;1994-11-06 00:00:00.0000000;2015-10-28 00:00:00.0000000;0;0;2
963;Kyle Dallosso;1997-12-12 00:00:00.0000000;2019-02-01 00:00:00.0000000;1;1;3
964;Tara Elphee;1998-12-18 00:00:00.0000000;2011-03-17 00:00:00.0000000;0;1;2
965;Gordon Lots;1994-01-08 00:00:00.0000000;2020-11-27 00:00:00.0000000;1;1;5
966;Mordecai Denisovo;2000-04-20 00:00:00.0000000;2019-01-14 00:00:00.0000000;0;0;12
967;Decca Gutcher;1991-02-08 00:00:00.0000000;2015-10-26 00:00:00.0000000;1;1;5
968;Tiffani Curteis;1996-06-22 00:00:00.0000000;2020-07-16 00:00:00.0000000;1;0;5
969;Nikolos Assante;1995-12-10 00:00:00.0000000;2020-08-24 00:00:00.0000000;1;1;8
970;Wyatan Seebright;1990-11-23 00:00:00.0000000;2022-02-16 00:00:00.0000000;1;1;12
971;Efren Molian;1993-11-09 00:00:00.0000000;2021-04-10 00:00:00.0000000;0;1;4
972;Jecho Diem;1999-07-15 00:00:00.0000000;2014-06-01 00:00:00.0000000;1;0;10
973;Ewan Belone;1991-11-17 00:00:00.0000000;2020-02-27 00:00:00.0000000;0;1;12
974;Guinna Sinkin;2003-02-27 00:00:00.0000000;2022-12-01 00:00:00.0000000;0;0;10
975;Joycelin Malpas;1995-07-08 00:00:00.0000000;2019-03-26 00:00:00.0000000;1;1;4
976;Heddie Oubridge;1990-10-30 00:00:00.0000000;2023-08-15 00:00:00.0000000;0;1;8
977;Torry Barlow;1999-07-01 00:00:00.0000000;2019-12-04 00:00:00.0000000;0;0;10
978;Shannon Maben;1992-11-02 00:00:00.0000000;2022-10-16 00:00:00.0000000;0;0;6
979;Norbie Gauvain;1997-04-18 00:00:00.0000000;2016-10-23 00:00:00.0000000;0;0;10
980;Caldwell Challenor;1993-02-05 00:00:00.0000000;2022-08-22 00:00:00.0000000;1;0;6
981;Roch Kener;1993-03-01 00:00:00.0000000;2011-03-14 00:00:00.0000000;1;1;5
982;Ulrick Pietrzyk;2003-07-15 00:00:00.0000000;2022-02-12 00:00:00.0000000;0;1;14
983;Shepherd Zute;1999-01-27 00:00:00.0000000;2016-01-12 00:00:00.0000000;0;1;3
984;Richie Hambly;1993-02-16 00:00:00.0000000;2017-03-25 00:00:00.0000000;1;1;3
985;Jorey Kevlin;1992-08-27 00:00:00.0000000;2012-03-25 00:00:00.0000000;1;1;12
986;Micheline Bowra;1996-03-14 00:00:00.0000000;2019-07-01 00:00:00.0000000;1;0;12
987;Dunn Graver;1996-12-06 00:00:00.0000000;2015-09-23 00:00:00.0000000;0;1;3
988;Jermaine MacDearmid;1995-04-24 00:00:00.0000000;2014-02-13 00:00:00.0000000;1;1;2
989;Deva Bellin;1996-11-23 00:00:00.0000000;2011-07-26 00:00:00.0000000;0;1;12
990;Jo-ann Guildford;2000-04-08 00:00:00.0000000;2020-05-08 00:00:00.0000000;0;0;5
991;Billy Jeckells;1998-11-28 00:00:00.0000000;2018-02-20 00:00:00.0000000;0;1;2
992;Maryjo Goodrum;1996-06-10 00:00:00.0000000;2010-08-30 00:00:00.0000000;0;0;8
993;Barbabas Penney;1992-12-22 00:00:00.0000000;2019-01-21 00:00:00.0000000;0;1;8
994;Simon Jessope;1998-08-07 00:00:00.0000000;2013-10-21 00:00:00.0000000;1;1;9
995;Reyna Butteris;2001-04-26 00:00:00.0000000;2022-11-26 00:00:00.0000000;1;0;13
996;Maximilianus Skamell;1995-07-04 00:00:00.0000000;2020-01-19 00:00:00.0000000;1;0;6
997;Carlin Rostern;1996-01-22 00:00:00.0000000;2011-01-18 00:00:00.0000000;0;0;9
998;Gabi Braywood;1998-10-24 00:00:00.0000000;2022-03-23 00:00:00.0000000;1;0;9
999;Konstanze Pascho;1990-09-13 00:00:00.0000000;2016-09-02 00:00:00.0000000;1;0;8
1000;Ana Gladhill;1997-06-28 00:00:00.0000000;2012-08-07 00:00:00.0000000;0;0;14
1001;Corrine Overland;1994-12-18 00:00:00.0000000;2017-04-29 00:00:00.0000000;1;0;13
1002;Stacee Janning;1997-11-12 00:00:00.0000000;2013-06-17 00:00:00.0000000;1;1;5
1003;Franny Salway;1995-06-19 00:00:00.0000000;2011-10-27 00:00:00.0000000;1;0;5
1004;Josepha Stanners;2000-11-02 00:00:00.0000000;2018-05-23 00:00:00.0000000;1;0;14
1005;Gale Le Fleming;1993-08-24 00:00:00.0000000;2010-08-11 00:00:00.0000000;0;1;14
1006;Carlynn Whiscard;1994-01-13 00:00:00.0000000;2019-11-22 00:00:00.0000000;1;1;10
1007;Carmon Ryman;1999-01-17 00:00:00.0000000;2015-11-05 00:00:00.0000000;1;0;4
1008;Poppy Gwatkin;2002-08-22 00:00:00.0000000;2019-05-17 00:00:00.0000000;1;0;13
1009;Madella Martino;2001-11-24 00:00:00.0000000;2021-08-10 00:00:00.0000000;0;1;3
1010;Diane Gillio;2001-10-31 00:00:00.0000000;2016-06-07 00:00:00.0000000;0;0;6
1011;Catherin Davinet;2002-11-19 00:00:00.0000000;2011-09-30 00:00:00.0000000;0;0;6
1012;Marcille O'Skehan;2002-03-18 00:00:00.0000000;2021-05-18 00:00:00.0000000;0;1;13
1013;Peggy Fridd;1993-03-03 00:00:00.0000000;2014-04-19 00:00:00.0000000;1;0;13
1014;Nariko Fergusson;1997-11-10 00:00:00.0000000;2013-07-14 00:00:00.0000000;0;1;13
1015;Natty Logg;1992-02-11 00:00:00.0000000;2011-09-26 00:00:00.0000000;1;1;13
1016;Marshal Mays;1999-06-09 00:00:00.0000000;2011-09-20 00:00:00.0000000;1;0;9
1017;Kearney Kabos;1996-07-29 00:00:00.0000000;2013-07-04 00:00:00.0000000;0;0;9
1018;Reta Larter;1995-06-23 00:00:00.0000000;2014-08-11 00:00:00.0000000;0;1;3
1019;Stewart Bilovsky;2000-09-07 00:00:00.0000000;2014-04-21 00:00:00.0000000;1;1;5
1020;Crystie Greenside;1995-08-31 00:00:00.0000000;2011-03-11 00:00:00.0000000;0;1;6
1021;Rayshell Preedy;1994-10-31 00:00:00.0000000;2019-06-27 00:00:00.0000000;1;1;10
1022;Aleen McWhan;2002-05-08 00:00:00.0000000;2010-10-20 00:00:00.0000000;1;0;10
1023;Hephzibah Dollar;2002-05-23 00:00:00.0000000;2021-11-07 00:00:00.0000000;0;0;4
1024;Cyrill Moakes;2003-08-07 00:00:00.0000000;2017-08-13 00:00:00.0000000;0;0;5
1025;Kassey Beaby;2001-05-02 00:00:00.0000000;2023-04-11 00:00:00.0000000;0;1;13
1028;Brigitte Osband;1993-02-05 00:00:00.0000000;2013-09-03 00:00:00.0000000;1;0;12
1029;Antonino Faers;1992-05-18 00:00:00.0000000;2021-08-24 00:00:00.0000000;1;1;12
1030;Ulick Servante;1993-02-14 00:00:00.0000000;2021-06-20 00:00:00.0000000;1;0;14
1031;Elaine Pareman;1993-06-09 00:00:00.0000000;2020-01-22 00:00:00.0000000;1;1;5
1032;Mab Durtnal;1993-02-17 00:00:00.0000000;2016-10-20 00:00:00.0000000;1;1;14
1033;Nathanael Biswell;1992-05-16 00:00:00.0000000;2018-12-25 00:00:00.0000000;1;0;5
1034;Marianna Grodden;1993-04-07 00:00:00.0000000;2019-11-16 00:00:00.0000000;1;1;2
1035;Richy Kenwrick;1993-08-08 00:00:00.0000000;2013-12-26 00:00:00.0000000;1;0;10
1036;Madelyn Willbond;1993-02-17 00:00:00.0000000;2021-11-06 00:00:00.0000000;0;0;17
1037;Shara Sharram;1993-08-24 00:00:00.0000000;2018-01-06 00:00:00.0000000;1;0;12
1038;Annadiana Goalby;1993-08-12 00:00:00.0000000;2021-06-16 00:00:00.0000000;0;0;5
1039;Eli Sword;1992-04-15 00:00:00.0000000;2014-05-02 00:00:00.0000000;1;1;5
1040;Brade Lithgow;1993-06-12 00:00:00.0000000;2022-11-20 00:00:00.0000000;1;1;8
1041;Pen Tumulty;1992-05-05 00:00:00.0000000;2019-05-12 00:00:00.0000000;1;0;10
1042;Aggi Charnick;1993-05-09 00:00:00.0000000;2015-11-12 00:00:00.0000000;0;1;8
1043;Nickey Dominichetti;1993-05-05 00:00:00.0000000;2019-10-21 00:00:00.0000000;1;0;17
1044;Garret Dunnett;1992-06-18 00:00:00.0000000;2016-11-01 00:00:00.0000000;0;0;13
1045;Mike Nightingale;1992-09-29 00:00:00.0000000;2020-12-10 00:00:00.0000000;1;1;18
1046;Jeramie Pigot;1992-10-02 00:00:00.0000000;2020-12-16 00:00:00.0000000;0;1;3
1047;Ciel Merrikin;1992-04-13 00:00:00.0000000;2022-02-20 00:00:00.0000000;1;1;5
1048;Lily Teague;1992-11-16 00:00:00.0000000;2016-06-05 00:00:00.0000000;0;0;4
1049;Michal Redshaw;1993-07-26 00:00:00.0000000;2015-04-05 00:00:00.0000000;1;1;10
1050;Brittan Thickin;1992-08-07 00:00:00.0000000;2016-12-23 00:00:00.0000000;0;0;17
1051;Corliss Frew;1992-04-23 00:00:00.0000000;2018-04-07 00:00:00.0000000;0;0;4
1052;Ransell Harfoot;1993-04-20 00:00:00.0000000;2014-07-11 00:00:00.0000000;0;0;5
1053;Ichabod Dhillon;1992-07-04 00:00:00.0000000;2014-07-06 00:00:00.0000000;1;0;18
1054;Griswold Wybourne;1993-08-13 00:00:00.0000000;2017-04-14 00:00:00.0000000;0;1;4
1055;Philip Coldman;1993-07-24 00:00:00.0000000;2022-12-27 00:00:00.0000000;1;1;9
1056;Bealle Swainson;1992-07-10 00:00:00.0000000;2015-02-05 00:00:00.0000000;0;0;18
1057;Odelia Caines;1993-06-28 00:00:00.0000000;2018-05-24 00:00:00.0000000;0;1;14
1058;Corina Langlais;1993-04-24 00:00:00.0000000;2022-12-03 00:00:00.0000000;1;1;12
1059;Myrlene Gorvin;1993-03-25 00:00:00.0000000;2019-10-20 00:00:00.0000000;1;0;14
1060;Maia Buesden;1992-12-13 00:00:00.0000000;2014-01-04 00:00:00.0000000;1;1;6
1061;Bertrand Aird;1992-06-09 00:00:00.0000000;2013-10-03 00:00:00.0000000;1;1;8
1062;Minta Brough;1992-04-11 00:00:00.0000000;2019-04-27 00:00:00.0000000;1;0;12
1063;Hester Stebbings;1993-04-29 00:00:00.0000000;2021-07-14 00:00:00.0000000;1;0;4
1064;Loleta Hymans;1993-07-11 00:00:00.0000000;2014-07-24 00:00:00.0000000;1;1;17
1065;Zara Espinet;1992-07-17 00:00:00.0000000;2015-06-09 00:00:00.0000000;1;0;17
1066;Tiffy Chesworth;1992-11-04 00:00:00.0000000;2017-05-24 00:00:00.0000000;0;0;4
1067;Eddy Seymer;1993-06-02 00:00:00.0000000;2021-02-07 00:00:00.0000000;1;1;19
1068;Karleen Oylett;1993-09-03 00:00:00.0000000;2017-10-17 00:00:00.0000000;1;1;4
1069;Patrice Mengo;1992-11-24 00:00:00.0000000;2013-12-04 00:00:00.0000000;1;0;13
1070;Rory Napton;1993-07-11 00:00:00.0000000;2014-01-07 00:00:00.0000000;0;0;9
1071;Tracey Elders;1992-11-23 00:00:00.0000000;2021-06-28 00:00:00.0000000;0;0;12
1072;Meryl Emmerson;1992-06-25 00:00:00.0000000;2015-09-04 00:00:00.0000000;1;0;8
1073;Elfie Behn;1993-06-26 00:00:00.0000000;2017-09-21 00:00:00.0000000;1;0;9
1074;Lauritz Neljes;1993-01-09 00:00:00.0000000;2021-08-25 00:00:00.0000000;1;0;6
1075;Ashien Bonicelli;1992-12-24 00:00:00.0000000;2021-04-22 00:00:00.0000000;1;0;2
1076;Chrotoem Barrand;1993-02-12 00:00:00.0000000;2021-01-27 00:00:00.0000000;0;0;2
1077;Wayne Karolovsky;1993-05-12 00:00:00.0000000;2019-12-01 00:00:00.0000000;1;0;13
1078;Theo Licquorish;1992-05-10 00:00:00.0000000;2017-02-01 00:00:00.0000000;1;0;16
1079;Lettie Marskell;1992-05-26 00:00:00.0000000;2021-05-17 00:00:00.0000000;0;1;6
1080;Clio Placide;1992-08-30 00:00:00.0000000;2013-11-02 00:00:00.0000000;0;0;8
1081;Isa Moutray Read;1992-04-19 00:00:00.0000000;2020-03-04 00:00:00.0000000;0;0;13
1082;Rawley Kerswill;1992-09-18 00:00:00.0000000;2021-10-28 00:00:00.0000000;1;1;14
1083;Yves O'Lennane;1993-08-28 00:00:00.0000000;2014-07-06 00:00:00.0000000;0;1;19
1084;Shannon McCuish;1993-02-04 00:00:00.0000000;2022-07-30 00:00:00.0000000;1;1;14
1085;Viki Blincoe;1992-04-29 00:00:00.0000000;2015-08-13 00:00:00.0000000;0;0;8
1086;Reagan Kerley;1993-07-02 00:00:00.0000000;2018-01-04 00:00:00.0000000;0;1;13
1087;Issie Naseby;1992-12-28 00:00:00.0000000;2015-11-07 00:00:00.0000000;1;0;8
1088;West Laight;1993-07-01 00:00:00.0000000;2016-01-01 00:00:00.0000000;1;1;9
1089;Rozella Garz;1993-05-05 00:00:00.0000000;2015-03-26 00:00:00.0000000;1;1;16
1090;Ailey Wakely;1992-12-03 00:00:00.0000000;2021-09-10 00:00:00.0000000;1;0;4
1091;Maegan Sand;1992-11-17 00:00:00.0000000;2019-01-03 00:00:00.0000000;1;1;13
1092;Burtie Suggitt;1993-02-05 00:00:00.0000000;2013-05-18 00:00:00.0000000;1;0;8
